id,family,model,view,status,reason,original,alt,sha256,reviewedVisually
17.08,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/portable-commercial-kitchen-trailer-three-compartment-sink.png,Three-compartment sink inside the combination kitchen trailer,23c567085fa8049b0cc4711ee22bc4ceecf9419bec39443221b3a7a1bbc58e0b,True
17.09,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/portable-kitchen-trailer-stainless-prep-table-shelving.png,Stainless preparation table and shelving,c593b221c48972456d5f2bcac7a3a8fe20f6d663dc79858793c8e3611fc0cff6,True
17.10,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/temporary-kitchen-trailer-range-griddle-work-table.png,"Range, griddle and worktable inside the combination kitchen",92b205c7fccb11c0cbaf1b571b4e1dc18f57ba457a2a3583f82250936ee2bb9f,True
18.01,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/commercial-kitchen-trailer-flat-top-griddle-range.png,Griddle and range inside the mobile kitchen,861d6fc010c679e4c8e1dd3c55c6f8478c27eeec458b9d05ad524e288b44f08a,True
18.02,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/commercial-kitchen-trailer-griddle-range-deep-fryer.png,"Range, griddle and fryer inside the mobile kitchen",903dee775321df6185e39e1b164eb096515c1df6b0f02555f866c53cc26b320e,True
18.03,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/commercial-kitchen-trailer-three-compartment-wash-sink.png,Multi-compartment wash sink inside the mobile kitchen,f0e7a900ffe4057c569f5af535219a3b5e3d1feb704850bf48cf6f8d6f6d95c8,True
18.04,mobile-kitchen,model-18,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/Layout1.jpg,,9418f53401a9edade76c71d701cb0fe5e5ce1b8d3c6b232c28f381a84be33391,True
18.05,mobile-kitchen,model-18,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/Layout2 (1).jpg,,e8a3eaf28c15444a8f8e4e929ece067c102c0d14874b099c1b5cc75e04dc177a,True
18.06,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/mobile-commercial-kitchen-trailer-refrigeration-units.png,Refrigeration units inside the mobile kitchen,de3e025e831c22e742d78bbe7be22d44f29d6f7d4d93d902ae0ce6176a881ba2,True
18.07,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/mobile-kitchen-trailer-hand-wash-sink-sanitation-station.png,Handwashing station inside the mobile kitchen,f20a681c19cf0f1fbcdb28ff206eb6757747391e17b33724754a3abac03f8411,True
18.08,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/mobile-kitchen-trailer-stacked-commercial-convection-ovens.png,Stacked convection ovens inside the mobile kitchen,e9a857fb018e1df1057cc75b14701bdd7b4f6d9ed5e176e16a118c9fffae2b5f,True
18.09,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/portable-kitchen-trailer-stainless-steel-prep-table.png,Stainless preparation table inside the mobile kitchen,8952733b3cbb5efef0fb0dcfaf0aecb854c824721d38765cea4e8f5361180d5f,True
18.10,mobile-kitchen,model-18,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-kitchen/temporary-commercial-kitchen-trailer-cooking-prep-area.png,Cooking and preparation aisle inside the mobile kitchen,8f7af7c1f5c75e77317e52889a53cd65e87993440b3598f2ae0cd09591da020e,True
19.01,refrigerated-trailer,model-19,exterior,withheld,Compact exterior cannot be tied to the interior or the stated 20 ft tier without model evidence.,/media/equipment-drive/refrigerated-trailers-and-containers/20ft-refrigerated-trailer-tier-1-4/portable-refrigeration-trailer-exterior.png,,e9c8eac1a713a04ea72fb8016595e6394545dba575eb4cd0c19269c0427dd9c0,True
19.02,refrigerated-trailer,model-19,interior,approved,,/media/equipment-drive/refrigerated-trailers-and-containers/20ft-refrigerated-trailer-tier-1-4/refrigerated-trailer-interior-cooling-system.png,Insulated refrigerated trailer interior with a ceiling-mounted cooling unit,87e877cda19ee1b0f5d2cacd0e626519c14a0aec97c93b63aa98aec4f6238f56,True
19.03,refrigerated-trailer,model-19,exterior,withheld,"Mixed fleet/support-equipment composition, not an exact refrigerated trailer view.",/media/equipment-drive/refrigerated-trailers-and-containers/20ft-refrigerated-trailer-tier-1-4/refrigeration-trailer-rental-exterior.png,,6620814f30241303945e00f3a07e81affe47fd5f2d956506f973e76b197d56aa,True
19.04,refrigerated-trailer,model-19,exterior,withheld,Exterior cannot be tied to the interior or the stated 20 ft tier without model evidence.,/media/equipment-drive/refrigerated-trailers-and-containers/20ft-refrigerated-trailer-tier-1-4/refrigeration-trailer-rental-fleet.png,,e6fafa4c81cad96b3682cef7854e1814bf9044ff5b2b29c5c28d6dcbc560d428,True
19.05,refrigerated-trailer,model-19,interior,withheld,Near-duplicate refrigerated interior; retain 19.02 only.,/media/equipment-drive/refrigerated-trailers-and-containers/20ft-refrigerated-trailer-tier-1-4/refrigeration-trailer-stainless-steel-interior.png,,b5666e7c4ab955192cd524b086ec8d802c6679bb63c03077d8897f6049c81870,True
20.01,shower-container,model-20,interior,approved,,/media/equipment-drive/shower-containers/20ft-shower-container-5-stalls/mobile-shower-container-interior.png,Private shower stall inside the shower container,83c24254285f174db90e8c3ccea9f055dbaff87ecbf5840c03b72dbe80d28e1e,True
20.02,shower-container,model-20,interior,approved,,/media/equipment-drive/shower-containers/20ft-shower-container-5-stalls/portable-shower-container-multiple-stalls.png,Separate shower enclosures inside the shower container,93ef3ac53c258e47bc8ba5547f2cbced49a9be783c53733a749dfe0a68c5bf8b,True
20.03,shower-container,model-20,interior,approved,,/media/equipment-drive/shower-containers/20ft-shower-container-5-stalls/shower-container-private-shower-stall.png,Shower-container stalls and shower fixtures,6c64202e8de399996c85f6ebfe476aa973cf687d7e49e91068dba43e43ce0fad,True
20.04,shower-container,model-20,interior,withheld,Near-duplicate of the same shower-container view in 20.02.,/media/equipment-drive/shower-containers/20ft-shower-container-5-stalls/shower-container-rental-private-stalls.png,,ef8d9f471c0d9edadbfc38abbfe441cabc4177f26526f1a242258b39647470e0,True
21.01,shower-trailer,model-21,interior,approved,,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png,Private shower-only stall with overhead shower and hand shower,dabab6914d03a327f753ae7074f3355b156e5325cbff71fa3dca2823299cdd46,True
21.02,shower-trailer,model-21,exterior,approved,,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png,Rear exterior of the shower-only trailer inside a warehouse,c8e61016692cc24ed87e1535eb1d0bdab31df836eed8301a227f2805021d8ab8,True
21.03,shower-trailer,model-21,exterior,withheld,Composite callout repeats an already included shower interior/exterior.,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/portable-shower-trailer-multiple-private-stalls.png,,083420763a287d5d2fa7b177b3415f18bd59d9e840617c86944ed2c478711fe2,True
21.04,shower-trailer,model-21,exterior,approved,,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png,External handwashing sinks at the rear of the shower trailer,13d11fc194e658fa5c5be33c3852191cec58b21c55db2108cd78c9949335c703,True
21.05,shower-trailer,model-21,exterior,approved,,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png,Private external entrances on the shower-only trailer,7891e17e60628430980fd835fc4690a6d189017a7d86e7aad7840960bc1ad55a,True
21.06,shower-trailer,model-21,exterior,withheld,Composite callout repeats an already included sink/exterior view.,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-sink-area.png,,26607de2ca9441ffa5533c2789ed79a04505093f0bde63cfb71ee5c0b8c52925,True
21.07,shower-trailer,model-21,exterior,approved,,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png,Angled exterior view of the shower-only trailer inside a warehouse,ea9f8d1cea1ede56e56f5ac0e706547f4decfd5b5a75076ea08db176377910da,True
21.08,shower-trailer,model-21,exterior,approved,,/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png,Externally accessible sinks and mirrors on the shower trailer,45b677c4b981464953cc49dbbfcec39c5ad82a23b6094f2b547fb4b3889da98e,True
22.01,contractor-accommodation,model-22,interior,withheld,"Identical interior reused under contractor, VIP and sleeper labels; model association unresolved.",/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png,,30ed74f6a1ad4d9343eb450ccd325c2a586d9968d356f6163badc99b981e3052,True
22.02,contractor-accommodation,model-22,exterior,approved,,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png,Exterior of containerized contractor accommodation units,6867327e45f627a43cdc11948b927341f513dc8fd563045e6e912542c8dd85d6,True
22.03,contractor-accommodation,model-22,interior,withheld,"Identical interior reused under contractor, VIP and sleeper labels; model association unresolved.",/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-four-bed-interior.png,,c989739fac6a9997d3fb89a9d66ba89d2789ed59709e9fd8a30103e7d1796db7,True
22.04,contractor-accommodation,model-22,interior,withheld,"Identical interior reused under contractor, VIP and sleeper labels; model association unresolved.",/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png,,fe6c68b1dc9123c64e49302d9f1481119b9209b3a9a4e7d3af0c2c5990221b7e,True
22.05,contractor-accommodation,model-22,exterior,approved,,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png,Containerized contractor accommodation around a shared outdoor area,58083d08991a7762257ad0ba03fb22122b838e1497d804f7c853061d87463b02,True
23.01,vip-accommodation,model-23,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-bunk-bed-dimensions.png,,585010fbbb6d8b9a0bdf526123a1d05867e4bf57bffe6b57d46931d149dd9a9a,True
23.02,vip-accommodation,model-23,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-bunk-bed-frame.png,,84da6047eba73ee816cf5079dfa15d7ca34d7f6ec610f802dfd91484c010c4ed,True
23.03,vip-accommodation,model-23,interior,withheld,Duplicate cross-category accommodation image; VIP identity unsupported.,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-bunk-room-interior.png,,30ed74f6a1ad4d9343eb450ccd325c2a586d9968d356f6163badc99b981e3052,True
23.04,vip-accommodation,model-23,interior,withheld,Duplicate cross-category accommodation image; VIP identity unsupported.,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-bunk-room-side-view.png,,fe6c68b1dc9123c64e49302d9f1481119b9209b3a9a4e7d3af0c2c5990221b7e,True
23.05,vip-accommodation,model-23,interior,withheld,Duplicate cross-category accommodation image; VIP identity unsupported.,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-four-bed-interior.png,,c989739fac6a9997d3fb89a9d66ba89d2789ed59709e9fd8a30103e7d1796db7,True
23.06,vip-accommodation,model-23,interior,withheld,Communal multi-bunk layout is not a verified VIP/private-room configuration.,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-multiple-bunk-beds.png,,9786901c66bdbd05831623601d1b248e31582a382020db4f3e4f4d02bf8407d9,True
23.07,vip-accommodation,model-23,interior,approved,,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-private-room.png,"Private accommodation room with a bed, seating, refrigerator and microwave",1be33879c903b5341e6b25d4a6e675389587b151d16f41f6cd28980f221c3711,True
23.08,vip-accommodation,model-23,interior,withheld,Different bunk-room configuration; cannot associate with the private VIP room.,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-trailer-bunk-bed.png,,f6359bec74d31dc3a48fbcbc51ce86f75a55a125371ec6fb46a4e1414c66aff2,True
23.09,sleeper-trailer,sleeper-four-room,exterior,approved,,/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-vip/20ft-vip-accommodation-trailer-exterior.png,Wheeled sleeper trailer with separate entrances and a visible bunk room,279c06dccb23f329d53fd69a939533083a8b2de65bcadb1b8d76371d79e54f2d,True
24.01,sleeper-container,model-24,interior,withheld,Cross-category duplicate interior; not evidence of a wheeled sleeper trailer.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png,,30ed74f6a1ad4d9343eb450ccd325c2a586d9968d356f6163badc99b981e3052,True
24.02,sleeper-container,model-24,exterior,withheld,Container transported on a separate flatbed; not a sleeper trailer.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-delivery-view.png,,3313fb77704525a5f4b15df6678931d563a3d5bf8c87b49023402b9bb85606f3,True
24.03,sleeper-container,model-24,exterior,withheld,Composite of a container and a reused interior; exact association unverified.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-exterior-with-bunk-room.png,,fc4b32cd779dd45a7d6b0a391a3a7ccee17a665168ed6ecac31e69855295d089,True
24.04,sleeper-container,model-24,exterior,withheld,Container transported on a separate flatbed; not a sleeper trailer.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-flatbed-transport.png,,5ad676b7c43b352d507b272f30a53fbd3d162c0353179814e1ab46540478c7ee,True
24.05,sleeper-container,model-24,interior,withheld,Cross-category duplicate interior; not evidence of a wheeled sleeper trailer.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-four-bunk-interior.png,,c989739fac6a9997d3fb89a9d66ba89d2789ed59709e9fd8a30103e7d1796db7,True
24.06,sleeper-container,model-24,exterior,approved,,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-front-exterior.png,Front exterior of a two-room containerized sleeping unit,7b5d1b57a82ab1148a233eb1520d975eda45b664e0325ca54c46ed90f8853c00,True
24.07,sleeper-container,model-24,exterior,approved,,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-side-exterior.png,Side exterior of the containerized sleeping unit,ac425f6999407d3125ef2c4b7caeef4d196873425538b00bedde405c0aab3544,True
24.08,sleeper-container,model-24,interior,withheld,Cross-category duplicate interior; not evidence of a wheeled sleeper trailer.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png,,fe6c68b1dc9123c64e49302d9f1481119b9209b3a9a4e7d3af0c2c5990221b7e,True
24.09,sleeper-container,model-24,exterior,withheld,Container transported on a separate flatbed; not a sleeper trailer.,/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-transport-delivery.png,,76084bd597c9b6e8d7b9c5c96417b8a2761b300d9a2dd94f535b786352d19d94,True
25.01,water-tank,model-25,exterior,withheld,Single-tank close view not combined with a two-tank configuration.,/media/equipment-drive/water-tanks/water-tank/mobile-water-storage-tank-trailer-setup.png,,fbf47ad8e542028d93648b72a22ba23604386b7a593895f0bc49ad7e95be575f,True
25.02,water-tank,model-25,exterior,approved,,/media/equipment-drive/water-tanks/water-tank/mobile-water-trailer-with-portable-water-tanks.png,Two portable water storage tanks with hoses beside support equipment,27b4c112b1842ddd2490d487d7ea86f126c7b801a57d807576372a7b3f5f6ec8,True
25.03,water-tank,model-25,exterior,withheld,Kitchen trailer dominates a mixed-equipment composition.,/media/equipment-drive/water-tanks/water-tank/portable-water-tanks-with-pump-and-hoses.png,,5822903b748c3c1e8647241c030f2fae2f232ca95e3f3a4f5efc81bb7a465c98,True
25.04,water-tank,model-25,exterior,withheld,Kitchen trailer dominates a mixed-equipment composition.,/media/equipment-drive/water-tanks/water-tank/temporary-water-storage-tanks-mobile-water-trailer.png,,86202093680a9a2cac3e2892e48d1f3c691c5a87f622122f0f4b45298c282572,True
25.05,water-tank,model-25,exterior,withheld,Different visible tank configuration; do not combine with selected two-tank view.,/media/equipment-drive/water-tanks/water-tank/temporary-water-storage-tanks-rental-system.png,,495740570251d1ed4ebb9b13d0770702b004277e5a9a2abaea6c31990f62a96a,True
catalog-reefer,refrigerated-container,reefer-catalog,exterior,approved,,/images/catalog/refrigerated-containers-960.webp,Refrigerated shipping container with an end-mounted cooling unit,a881a4293bdbc0e51fa804da866c5981b6091be532948a88afc34619e370cdd0,True
catalog-restroom,ada-combination,unverified,exterior,withheld,Combination image is not restroom-only; ADA configuration/access details and setting are not independently verified.,/images/catalog/restroom-trailers-960.webp,,703e00d32f1b70bf993a0652ae54a0e338aa86345b9fa08f846e07be067c6406,True
catalog-sleeper,sleeper-trailer,sleeper-four-room,exterior,withheld,Branded reference corroborates 23.09; duplicate view is not added to the carousel.,/images/catalog/mobile-sleep-trailers-960.webp,,f8ed11d66647d6b7cf7278eadbea41b222e4b3a2f2ce76453f427aa04df53ff3,True
catalog-shower,shower-trailer,model-21,interior,withheld,Category-approved derivative of the same shower view as 21.01; do not duplicate.,/images/catalog/shower-trailer-960.webp,,74e461189aa24f99b90c770d2421b79a40dea432a63e6b9abb556cd73cb1779e,True
